1274,0.0000,0.0000,0.0
52275,0.0000,0.0000,0.0
53276,0.0000,0.0000,0.0
54277,0.0000,0.0000,0.0
55278,0.0000,0.0000,0.0
56279,0.0000,0.0000,0.0
57280,0.0000,0.0000,0.0
58281,0.0000,0.0000,0.0
59282,0.0000,0.0000,0.0
60283,0.0000,0.0000,0.0
61284,0.0000,0.0000,0.0
62285,0.0000,0.0000,0.0
63286,0.0000,0.0000,0.0
64287,0.0000,0.0000,0.0
65288,0.0000,0.0000,0.0
66289,0.0000,0.0000,0.0
67290,0.0000,0.0000,0.0
68291,0.0000,0.0000,0.0
69292,0.0000,0.0000,0.0
70293,0.0000,0.0000,0.0
71294,0.0000,0.0000,0.0
72295,0.0000,0.0000,0.0
73296,0.0000,0.0000,0.0
74297,0.0000,0.0000,0.0
75298,0.0000,0.0000,0.0
76299,0.0000,0.0000,0.0
77300,0.0000,0.0000,0.0
78301,0.0000,0.0000,0.0
79302,0.0000,0.0000,0.0
80303,0.0000,0.0000,0.0
81304,0.0000,0.0000,0.0
82305,0.0000,0.0000,0.0
83306,0.0000,0.0000,0.0
84307,0.0000,0.0000,0.0
85308,0.0000,0.0000,0.0
86309,0.0000,0.0000,0.0
87310,0.0000,0.0000,0.0
88311,0.0000,0.0000,0.0
89312,0.0000,0.0000,0.0
90313,0.0000,0.0000,0.0
91314,0.0000,0.0000,0.0
92315,0.0000,0.0000,0.0
93316,0.0000,0.0000,0.0
94317,0.0000,0.0000,0.0
95318,0.0000,0.0000,0.0
96319,0.0000,0.0000,0.0
97320,0.0000,0.0000,0.0
98321,0.0000,0.0000,0.0
99322,0.0000,0.0000,0.0
100323,0.0000,0.0000,0.0
101324,0.0000,0.0000,0.0
102325,0.0000,0.0000,0.0
103326,0.0000,0.0000,0.0
104327,0.0000,0.0000,0.0
105328,0.0000,0.0000,0.0
106329,0.0000,0.0000,0.0
107330,0.0000,0.0000,0.0
108331,0.0000,0.0000,0.0
109332,0.0000,0.0000,0.0
110333,0.0000,0.0000,0.0
111334,0.0000,0.0000,0.0
112335,0.0000,0.0000,0.0
113336,0.0000,0.0000,0.0
114337,0.0000,0.0000,0.0
115338,0.0000,0.0000,0.0
116339,0.0000,0.0000,0.0
117340,0.0000,0.0000,0.0
118341,0.0000,0.0000,0.0
119342,0.0000,0.0000,0.0
120343,0.0000,0.0000,0.0
121344,0.0000,0.0000,0.0
122345,0.0000,0.0000,0.0
123346,0.0000,0.0000,0.0
124347,0.0000,0.0000,0.0
125348,0.0000,0.0000,0.0
126349,0.0000,0.0000,0.0
127350,0.0000,0.0000,0.0
128351,0.0000,0.0000,0.0
129352,0.0000,0.0000,0.0
130353,0.0000,0.0000,0.0
131354,0.0000,0.0000,0.0
132355,0.0000,0.0000,0.0
133356,0.0000,0.0000,0.0
134357,0.0000,0.0000,0.0
135358,0.0000,0.0000,0.0
136359,0.0000,0.0000,0.0
137360,0.0000,0.0000,0.0
138361,0.0000,0.0000,0.0
139362,0.0000,0.0000,0.0
140363,0.0000,0.0000,0.0
141364,0.0000,0.0000,0.0
142365,0.0000,0.0000,0.0
143366,0.0000,0.0000,0.0
144367,0.0000,0.0000,0.0
145368,0.0000,0.0000,0.0
146369,0.0000,0.0000,0.0
147370,0.0000,0.0000,0.0
148371,0.0000,0.0000,0.0
149372,0.0000,0.0000,0.0
150373,0.0000,0.0000,0.0
151374,0.0000,0.0000,0.0
152375,0.0000,0.0000,0.0
153376,0.0000,0.0000,0.0
154377,0.0000,0.0000,0.0
155378,0.0000,0.0000,0.0
156379,0.0000,0.0000,0.0
157380,0.0000,0.0000,0.0
158381,0.0000,0.0000,0.0
159382,0.0000,0.0000,0.0
160383,0.0000,0.0000,0.0
161384,0.0000,0.0000,0.0
162385,0.0000,0.0000,0.0
163386,0.0000,0.0000,0.0
164387,0.0000,0.0000,0.0
165388,0.0000,0.0000,0.0
166389,0.0000,0.0000,0.0
167390,0.0000,0.0000,0.0
168391,0.0000,0.0000,0.0
169392,0.0000,0.0000,0.0
170393,0.0000,0.0000,0.0
171394,0.0000,0.0000,0.0
172395,0.0000,0.0000,0.0
173396,0.0000,0.0000,0.0
174397,0.0000,0.0000,0.0
175398,0.0000,0.0000,0.0
176399,0.0000,0.0000,0.0
177400,0.0000,0.0000,0.0
178401,0.0000,0.0000,0.0
179402,0.0000,0.0000,0.0
180403,0.0000,0.0000,0.0
181404,0.0000,0.0000,0.0
182405,0.0000,0.0000,0.0
183406,0.0000,0.0000,0.0
184407,0.0000,0.0000,0.0
185408,0.0000,0.0000,0.0
186409,0.0000,0.0000,0.0
187410,0.0000,0.0000,0.0
188411,0.0000,0.0000,0.0
189412,0.0000,0.0000,0.0
190413,0.0000,0.0000,0.0
191414,0.0000,0.0000,0.0
192415,0.0000,0.0000,0.0
193416,0.0000,0.0000,0.0
194417,0.0000,0.0000,0.0
195418,0.0000,0.0000,0.0
196419,0.0000,0.0000,0.0
197420,0.0000,0.0000,0.0
198421,0.0000,0.0000,0.0
199422,0.0000,0.0000,0.0
200423,0.0000,0.0000,0.0
201424,0.0000,0.0000,0.0
202425,0.0000,0.0000,0.0
203426,0.0000,0.0000,0.0
204427,0.0000,0.0000,0.0
205428,0.0000,0.0000,0.0
206429,0.0000,0.0000,0.0
207430,0.0000,0.0000,0.0
208431,0.0000,0.0000,0.0
209432,0.0000,0.0000,0.0
210433,0.0000,0.0000,0.0
211434,0.0000,0.0000,0.0
212435,0.0000,0.0000,0.0
213436,0.0000,0.0000,0.0
214437,0.0000,0.0000,0.0
215438,0.0000,0.0000,0.0
216439,0.0000,0.0000,0.0
217440,0.0000,0.0000,0.0
218441,0.0000,0.0000,0.0
219442,0.0000,0.0000,0.0
220443,0.0000,0.0000,0.0
221444,0.0000,0.0000,0.0
222445,0.0000,0.0000,0.0
223446,0.0000,0.0000,0.0
224447,0.0000,0.0000,0.0
225448,0.0000,0.0000,0.0
226449,0.0000,0.0000,0.0
227450,0.0000,0.0000,0.0
228451,0.0000,0.0000,0.0
229452,0.0000,0.0000,0.0
